fixture,home_directfk_xG,home_corner_xG,home_op_xG,home_pen_xG,home_setpiece_xG,home_directfk_shots_ot,home_corner_shots_ot,home_op_shots_ot,home_pen_shots_ot,home_setpiece_shots_ot,home_directfk_shots,home_corner_shots,home_op_shots,home_pen_shots,home_setpiece_shots,home_directfk_goals,home_corner_goals,home_op_goals,home_pen_goals,home_setpiece_goals,date,away_directfk_xG,away_corner_xG,away_op_xG,away_pen_xG,away_setpiece_xG,away_directfk_shots_ot,away_corner_shots_ot,away_op_shots_ot,away_pen_shots_ot,away_setpiece_shots_ot,away_directfk_shots,away_corner_shots,away_op_shots,away_pen_shots,away_setpiece_shots,away_directfk_goals,away_corner_goals,away_op_goals,away_pen_goals,away_setpiece_goals,home_xG,away_xG,home_np_xG,away_np_xG,home_sp_xG,away_sp_xG,season,league
Hull -- Leicester,0.203633102,0.320916299,0.2337086,0,0,1,2,2,0,0,4,4,6,0,0,0,1,1,0,0,13/08/2016 15:30,0.053837199,0,1.856255308,0.761169016,0,1,0,3,1,0,1,0,16,1,0,0,0,0,1,0,0.758258,2.671261523,0.758258,1.910092507,0.5245494,0.053837199,2016,EPL
Burnley -- Swansea,0.113609999,0,0.920759801,0,0.0170523,0,0,2,0,1,1,0,8,0,1,0,0,0,0,0,13/08/2016 18:00,0.061276801,0.626650319,1.053504994,0,0.0113247,1,0,7,0,0,1,2,13,0,1,0,0,1,0,0,1.051422101,1.752756814,1.051422101,1.752756814,0.1306623,0.699251819,2016,EPL
Crystal Palace -- West Bromwich Albion,0.079678699,0.0129867,0.875326495,0,0.0237504,0,0,4,0,0,2,1,10,0,1,0,0,0,0,0,13/08/2016 18:00,0,0.245605903,0.253698002,0,0.186964195,0,0,2,0,1,0,5,5,0,3,0,0,0,0,1,0.991742294,0.6862681,0.991742294,0.6862681,0.1164158,0.432570098,2016,EPL
Everton -- Tottenham,0.024291599,0.028059401,0.708405506,0,0.0293063,1,0,4,0,1,1,2,8,0,1,1,0,0,0,0,13/08/2016 18:00,0.088592902,0.67319658,0.381173097,0,0,0,1,3,0,0,1,4,8,0,0,0,0,1,0,0,0.790062806,1.142962579,0.790062806,1.142962579,0.0816573,0.761789482,2016,EPL
Middlesbrough -- Stoke,0,0.2648753,1.540351294,0,0,0,0,2,0,0,0,4,8,0,0,0,0,1,0,0,13/08/2016 18:00,0.059267599,0.0142284,0.412129707,0,0,1,0,0,0,0,1,1,10,0,0,1,0,0,0,0,1.805226594,0.485625706,1.805226594,0.485625706,0.2648753,0.073495999,2016,EPL
Southampton -- Watford,0.0657764,0.131436197,0.497382893,0,0.2454146,2,1,3,0,0,2,3,16,0,3,0,1,0,0,0,13/08/2016 18:00,0,0.0150396,0.165006401,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0.94001009,0.180046001,0.94001009,0.180046001,0.442627197,0.0150396,2016,EPL
Manchester City -- Sunderland,0.114932604,0.0378472,1.040844692,0.761169016,0,2,1,0,1,0,2,2,11,1,0,0,0,0,1,0,13/08/2016 20:30,0.057913199,0.513516111,0.419277206,0,0.108060002,1,1,1,0,0,1,3,3,0,1,0,0,1,0,0,1.954793513,1.098766519,1.193624496,1.098766519,0.152779805,0.679489313,2016,EPL
Bournemouth -- Manchester United,0,0.156587804,0.367238602,0,0,0,2,1,0,0,0,3,6,0,0,0,0,1,0,0,14/08/2016 16:30,0.110329002,0,1.993490679,0,0,1,0,6,0,0,1,0,10,0,0,0,0,3,0,0,0.523826405,2.103819681,0.523826405,2.103819681,0.156587804,0.110329002,2016,EPL
Arsenal -- Liverpool,0.055128399,0.0128448,0.233733546,0.761169016,0.119092003,0,0,3,1,1,1,1,5,1,1,0,0,2,0,1,14/08/2016 19:00,0.043230399,0,1.506604331,0,0.134894304,1,0,6,0,0,1,0,13,0,2,1,0,3,0,0,1.181967764,1.684729034,0.420798747,1.684729034,0.187065202,0.178124703,2016,EPL
Chelsea -- West Ham,0.133597098,0.189633102,0.375896899,0.761169016,0,1,0,4,1,0,2,4,9,1,0,0,0,1,1,0,15/08/2016 23:00,0.071835101,0.213281102,0.165407699,0,0,0,1,2,0,0,1,3,3,0,0,0,1,0,0,0,1.460296116,0.450523902,0.699127099,0.450523902,0.3232302,0.285116203,2016,EPL
Manchester United -- Southampton,0,0.112410001,0.493722199,0.761169016,0,0,0,4,1,0,0,1,10,1,0,0,0,1,1,0,19/08/2016 23:00,0.052353799,0,0.402173399,0,0.158705501,0,0,1,0,0,1,0,9,0,3,0,0,0,0,0,1.367301217,0.613232699,0.606132201,0.613232699,0.112410001,0.2110593,2016,EPL
Stoke -- Manchester City,0.0403593,0,0.509933106,0.761169016,0,0,0,2,1,0,1,0,6,1,0,0,0,0,1,0,20/08/2016 15:30,0,0.0116552,1.335089996,0.761169016,0.064062297,0,0,4,1,1,0,1,9,1,1,0,0,2,1,1,1.311461422,2.17197651,0.550292405,1.410807494,0.0403593,0.075717498,2016,EPL
Burnley -- Liverpool,0,0,0.197535703,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,20/08/2016 18:00,0,0.133159999,0.723996235,0,0.081868596,0,0,5,0,0,0,4,21,0,1,0,0,0,0,0,0.197535703,0.93902483,0.197535703,0.93902483,0,0.215028595,2016,EPL
Swansea -- Hull,0.050540701,0.082174199,0.998667896,0,0.00995668,1,0,2,0,0,1,2,19,0,1,0,0,0,0,0,20/08/2016 18:00,0.072605498,1.16487179,1.0608826,0,0,0,2,2,0,0,1,3,8,0,0,0,1,1,0,0,1.141339475,2.298359888,1.141339475,2.298359888,0.142671579,1.237477288,2016,EPL
Tottenham -- Crystal Palace,0.052740801,1.15205658,1.145517013,0,0,0,2,3,0,0,1,6,13,0,0,0,1,0,0,0,20/08/2016 18:00,0.0158822,0.027711799,0.314349016,0,0,0,0,2,0,0,1,1,8,0,0,0,0,0,0,0,2.350314395,0.357943015,2.350314395,0.357943015,1.204797382,0.043593999,2016,EPL
Watford -- Chelsea,0.056534201,0,0.748014485,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,20/08/2016 18:00,0.0969778,0,1.670588817,0,0,1,0,3,0,0,2,0,11,0,0,0,0,2,0,0,0.804548685,1.767566618,0.804548685,1.767566618,0.056534201,0.0969778,2016,EPL
West Bromwich Albion -- Everton,0.084454402,1.010376394,0.842218403,0,0.081803601,0,1,2,0,1,1,4,4,0,2,0,1,0,0,0,20/08/2016 18:00,0.0474931,0.587511592,1.159614627,0,0.0561116,0,2,4,0,1,1,3,8,0,1,0,1,1,0,0,2.0188528,1.850730919,2.0188528,1.850730919,1.176634397,0.691116292,2016,EPL
Leicester -- Arsenal,0.210335497,0,0.343356904,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,20/08/2016 20:30,0,0.0162834,0.506803999,0,0,0,0,4,0,0,0,1,12,0,0,0,0,0,0,0,0.5536924,0.523087399,0.5536924,0.523087399,0.210335497,0.0162834,2016,EPL
Sunderland -- Middlesbrough,0,0.0599896,1.339946514,0,0.0645638,0,0,4,0,1,0,2,14,0,2,0,0,1,0,0,21/08/2016 16:30,0,0,0.854907421,0,0,0,0,3,0,0,0,0,8,0,0,0,0,2,0,0,1.464499913,0.854907421,1.464499913,0.854907421,0.124553399,0,2016,EPL
West Ham -- Bournemouth,0.091728598,0,1.53638851,0,0.064761959,0,0,2,0,0,1,0,13,0,2,0,0,1,0,0,21/08/2016 19:00,0,0.154449601,0.2436681,0,0,0,1,4,0,0,0,2,6,0,0,0,0,0,0,0,1.692879067,0.398117701,1.692879067,0.398117701,0.156490557,0.154449601,2016,EPL
Tottenham -- Liverpool,0.120237399,0.148658805,0.321615003,0,0,2,1,1,0,0,2,2,7,0,0,0,0,1,0,0,27/08/2016 15:30,0,0.133659005,1.030863287,0.761169016,0,0,0,2,1,0,0,1,11,1,0,0,0,0,1,0,0.590511207,1.925691308,0.590511207,1.164522292,0.268896203,0.133659005,2016,EPL
Chelsea -- Burnley,0.067710496,0.781130503,1.809533091,0,0,0,2,7,0,0,1,7,14,0,0,0,0,3,0,0,27/08/2016 18:00,0,0.048536899,0.135952698,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2.658374091,0.184489597,2.658374091,0.184489597,0.848840999,0.048536899,2016,EPL
Crystal Palace -- Bournemouth,0.067086801,0.562287495,1.27062204,0.761169016,0.045195402,0,0,3,1,0,1,6,14,1,2,0,0,1,0,0,27/08/2016 18:00,0.181760207,0,0.711524907,0,0.0807292,0,0,2,0,1,3,0,5,0,2,0,0,0,0,1,2.706360753,0.974014314,1.945191737,0.974014314,0.674569697,0.262489406,2016,EPL
Everton -- Stoke,0.082900897,0.637883691,0.836398799,0.761169016,0,1,0,5,1,0,1,5,14,1,0,0,0,0,0,0,27/08/2016 18:00,0,0.0174811,0.169933898,0,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,2.318352403,0.187414998,1.557183387,0.187414998,0.720784588,0.0174811,2016,EPL
Leicester -- Swansea,0.120235004,0.384025991,1.021449693,0.761169016,0.565336697,0,1,3,1,1,1,1,8,1,2,0,1,1,0,0,27/08/2016 18:00,0,0.0147318,0.313448493,0,0,0,0,3,0,0,0,1,8,0,0,0,0,1,0,0,2.8522164,0.328180294,2.091047384,0.328180294,1.069597691,0.0147318,2016,EPL
Southampton -- Sunderland,0.129902601,0.0193974,0.464442502,0,0,0,0,7,0,0,2,1,13,0,0,0,0,1,0,0,27/08/2016 18:00,0.119639002,0.312676013,0.098600097,0.761169016,0.099336602,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0.613742503,1.391420729,0.613742503,0.630251713,0.149300002,0.531651616,2016,EPL
Watford -- Arsenal,0,0.176903598,0.921203009,0,0,0,1,5,0,0,0,2,12,0,0,0,0,1,0,0,27/08/2016 18:00,0,0,1.276698705,0.761169016,0,0,0,6,1,0,0,0,9,1,0,0,0,2,1,0,1.098106607,2.037867721,1.098106607,1.276698705,0.176903598,0,2016,EPL
Hull -- Manchester United,0.097872701,0,0.157980897,0,0.0129617,0,0,2,0,0,2,0,5,0,1,0,0,0,0,0,27/08/2016 20:30,0.192680798,0.082915302,2.172877437,0,0.0432554,1,0,7,0,0,3,3,22,0,1,0,0,1,0,0,0.268815298,2.491728937,0.268815298,2.491728937,0.1108344,0.318851501,2016,EPL
West Bromwich Albion -- Middlesbrough,0,0.300647106,0.399663103,0,0,0,0,2,0,0,0,4,9,0,0,0,0,0,0,0,28/08/2016 16:30,0,0.172142103,0.2246742,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0.700310209,0.396816303,0.700310209,0.396816303,0.300647106,0.172142103,2016,EPL
Manchester City -- West Ham,0.059379101,0,2.702974154,0,0.478476497,0,0,4,0,1,1,0,18,0,3,0,0,2,0,1,28/08/2016 19:00,0,0.135135102,0.948711804,0,0,0,0,2,0,0,0,2,7,0,0,0,0,1,0,0,3.240829752,1.083846906,3.240829752,1.083846906,0.537855598,0.135135102,2016,EPL
Manchester United -- Manchester City,0,0,0.954521943,0,0.055604499,0,0,1,0,1,0,0,13,0,1,0,0,0,0,1,10/09/2016 15:30,0.117339097,0.212315101,1.556214403,0,0.051102001,0,3,3,0,0,2,3,12,0,1,0,0,2,0,0,1.010126442,1.936970603,1.010126442,1.936970603,0.055604499,0.380756199,2016,EPL
Arsenal -- Southampton,0,0.241253399,0.872700896,0.761169016,0.017069099,0,1,0,1,0,0,5,10,1,2,0,1,0,1,0,10/09/2016 18:00,0.173942,0,0.872613785,0,0.142160997,1,0,4,0,0,1,0,9,0,1,0,0,0,0,0,1.892192411,1.188716781,1.131023395,1.188716781,0.258322499,0.316102996,2016,EPL
Bournemouth -- West Bromwich Albion,0,0.0141927,0.973177187,0,0,0,0,5,0,0,0,1,11,0,0,0,0,1,0,0,10/09/2016 18:00,0,0.521975892,0.961488908,0,0,0,1,1,0,0,0,3,9,0,0,0,0,0,0,0,0.987369888,1.4834648,0.987369888,1.4834648,0.0141927,0.521975892,2016,EPL
Burnley -- Hull,0,0.154109195,0.299562602,0,0,0,0,2,0,0,0,2,11,0,0,0,0,1,0,0,10/09/2016 18:00,0.070100002,0.130237997,0.706778597,0,0,1,0,2,0,0,1,1,9,0,0,1,0,0,0,0,0.453671797,0.907116596,0.453671797,0.907116596,0.154109195,0.200337999,2016,EPL
Middlesbrough -- Crystal Palace,0,0.086617999,0.525341818,0,0,0,1,3,0,0,0,3,9,0,0,0,1,0,0,0,10/09/2016 18:00,0,0.0967802,0.979685716,0,0.048372399,0,0,4,0,0,0,5,6,0,1,0,0,2,0,0,0.611959817,1.124838315,0.611959817,1.124838315,0.086617999,0.145152599,2016,EPL
Stoke -- Tottenham,0.051253501,0.406430697,0.561030425,0,0,0,1,1,0,0,1,4,11,0,0,0,0,0,0,0,10/09/2016 18:00,0,0.039282799,2.716418851,0,0.0145491,0,0,8,0,0,0,1,18,0,1,0,0,4,0,0,1.018714624,2.77025075,1.018714624,2.77025075,0.457684198,0.053831899,2016,EPL
West Ham -- Watford,0.108701203,0.0489088,1.038137302,0,0.131698005,0,1,3,0,0,2,1,12,0,4,0,1,1,0,0,10/09/2016 18:00,0,0,1.857332373,0,0,0,0,8,0,0,0,0,13,0,0,0,0,4,0,0,1.32744531,1.857332373,1.32744531,1.857332373,0.289308008,0,2016,EPL
Liverpool -- Leicester,0,0,2.769162958,0,0,0,0,11,0,0,0,0,17,0,0,0,0,4,0,0,10/09/2016 20:30,0,0.1372797,1.075360826,0,0.0124425,0,0,3,0,0,0,2,9,0,1,0,0,1,0,0,2.769162958,1.225083027,2.769162958,1.225083027,0,0.149722201,2016,EPL
Swansea -- Chelsea,0,0,0.469231315,0.761169016,0,0,0,1,1,0,0,0,5,1,0,0,0,1,1,0,11/09/2016 19:00,0.051591601,0.715165816,1.336259101,0,0.093424601,0,0,7,0,0,1,6,19,0,2,0,0,2,0,0,1.230400331,2.196441119,0.469231315,2.196441119,0,0.860182018,2016,EPL
Sunderland -- Everton,0.054571901,0.095428303,0.899661424,0,0,1,1,0,0,0,1,1,9,0,0,0,0,0,0,0,12/09/2016 23:00,0,0.1281517,2.726737212,0,0,0,1,8,0,0,0,2,18,0,0,0,0,3,0,0,1.049661627,2.854888912,1.049661627,2.854888912,0.150000203,0.1281517,2016,EPL
Chelsea -- Liverpool,0.0869978,0.108296401,0.868714227,0,0.100938,0,1,2,0,1,1,3,7,0,1,0,0,1,0,0,16/09/2016 23:00,0,0.0383783,0.907368386,0,0.471045002,0,0,4,0,1,0,2,9,0,2,0,0,1,0,1,1.164946428,1.416791689,1.164946428,1.416791689,0.2962322,0.509423302,2016,EPL
Hull -- Arsenal,0.0493108,0,0.159213209,0.761169016,0,0,0,1,1,0,1,0,4,1,0,0,0,0,1,0,17/09/2016 18:00,0,0.123146502,2.807806494,0.761169016,0,0,0,8,1,0,0,3,20,1,0,0,0,4,0,0,0.969693025,3.692122012,0.208524008,2.930952996,0.0493108,0.123146502,2016,EPL
Leicester -- Burnley,0,0.2471085,1.136971137,0,0.602400078,0,1,4,0,1,0,6,6,0,2,0,0,1,0,1,17/09/2016 18:00,0.037758298,0,0.405814511,0,0.020950601,1,0,1,0,0,1,0,6,0,1,0,0,0,0,0,1.986479715,0.464523409,1.986479715,0.464523409,0.849508578,0.058708899,2016,EPL
Manchester City -- Bournemouth,0.119753003,0.045955598,3.221617173,0,0,2,0,9,0,0,2,1,17,0,0,1,0,3,0,0,17/09/2016 18:00,0,0,0.389671693,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,3.387325775,0.389671693,3.387325775,0.389671693,0.165708601,0,2016,EPL
West Bromwich Albion -- West Ham,0,0.5748518,0.628273716,0.761169016,0,0,1,4,1,0,0,2,5,1,0,0,1,2,1,0,17/09/2016 18:00,0.065658897,0.096325699,1.269821031,0.761169016,0.181240693,0,1,3,1,0,1,2,17,1,2,0,1,0,1,0,1.964294532,2.374215337,1.203125516,1.613046321,0.5748518,0.343225289,2016,EPL
Everton -- Middlesbrough,0,0.132919602,1.041745607,0,0,0,2,4,0,0,0,3,9,0,0,0,1,2,0,0,17/09/2016 20:30,0,0,0.1017286,0,0.076352902,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1.174665209,0.178081501,1.174665209,0.178081501,0.132919602,0.076352902,2016,EPL
Watford -- Manchester United,0.060287401,0,0.85921731,0.761169016,0.064389799,1,0,3,1,0,1,0,5,1,3,0,0,2,1,0,18/09/2016 15:00,0.0505693,0.029394,1.305828302,0,0.0277941,0,0,2,0,0,1,2,11,0,1,0,0,1,0,0,1.745063527,1.413585702,0.98389451,1.413585702,0.1246772,0.1077574,2016,EPL
Crystal Palace -- Stoke,0.0488079,0.0566324,0.465666592,0,0.742556781,1,1,3,0,2,1,3,8,0,2,0,1,1,0,2,18/09/2016 17:15,0,0.616029285,0.466482012,0,0.120570997,0,1,2,0,1,0,3,6,0,2,0,0,1,0,0,1.313663674,1.203082293,1.313663674,1.203082293,0.847997081,0.736600282,2016,EPL
Southampton -- Swansea,0.048837598,0.263436807,1.842352293,0,0,1,1,4,0,0,1,3,15,0,0,0,0,1,0,0,18/09/2016 17:15,0,0,0.432544703,0,0.058116499,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,2.154626699,0.490661202,2.154626699,0.490661202,0.312274406,0.058116499,2016,EPL
Tottenham -- Sunderland,0.140366796,0.391399801,1.996143878,0,0,0,1,8,0,0,2,5,24,0,0,0,0,1,0,0,18/09/2016 19:30,0,0.033884998,0.819215596,0,0.107720003,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,2.527910476,0.960820597,2.527910476,0.960820597,0.531766597,0.141605001,2016,EPL
Swansea -- Manchester City,0.0524249,0.065669701,0.974608085,0,0.0182536,1,1,3,0,0,1,1,10,0,1,0,0,1,0,0,24/09/2016 15:00,0.072441399,0.320913713,1.422516776,0.761169016,0,0,0,3,1,0,1,2,14,1,0,0,0,2,1,0,1.110956286,2.577040905,1.110956286,1.815871889,0.136348201,0.393355113,2016,EPL
Manchester United -- Leicester,0,1.110120218,1.34592178,0,0,0,3,4,0,0,0,5,11,0,0,0,3,1,0,0,24/09/2016 15:30,0,0.147043997,0.140947761,0,0,0,0,3,0,0,0,5,5,0,0,0,0,1,0,0,2.456041998,0.287991758,2.456041998,0.287991758,1.110120218,0.147043997,2016,EPL
Bournemouth -- Everton,0,0.095437698,0.515698208,0,0.082458302,0,0,1,0,0,0,1,10,0,1,0,0,1,0,0,24/09/2016 18:00,0,0,0.580809092,0,0.627449714,0,0,1,0,1,0,0,8,0,5,0,0,0,0,0,0.693594208,1.208258806,0.693594208,1.208258806,0.177896,0.627449714,2016,EPL
Liverpool -- Hull,0.058194201,0.741540391,2.316973845,1.522338033,0.0126241,0,2,7,2,0,1,5,23,2,1,0,0,3,2,0,24/09/2016 18:00,0.0415763,0.115971997,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4.65167057,0.157548297,3.129332538,0.157548297,0.812358692,0.157548297,2016,EPL
Middlesbrough -- Tottenham,0,0.0570946,0.230123196,0,0.074290499,0,0,1,0,1,0,1,4,0,1,0,0,0,0,1,24/09/2016 18:00,0,0.130432993,1.296741789,0,0,0,0,5,0,0,0,1,18,0,0,0,0,2,0,0,0.361508295,1.427174782,0.361508295,1.427174782,0.131385099,0.130432993,2016,EPL
Stoke -- West Bromwich Albion,0.0408982,0.1373711,0.713169611,0,0.088233203,0,0,1,0,0,1,3,7,0,1,0,0,1,0,0,24/09/2016 18:00,0,0.030990199,0.218784004,0,0.021087401,0,1,1,0,1,0,2,6,0,1,0,1,0,0,0,0.979672114,0.270861604,0.979672114,0.270861604,0.266502503,0.0520776,2016,EPL
Sunderland -- Crystal Palace,0,0.0355522,1.479015302,0,0,0,0,4,0,0,0,2,9,0,0,0,0,2,0,0,24/09/2016 18:00,0.070112601,0.180166997,1.048170016,0,0.494782001,0,0,3,0,1,2,3,15,0,1,0,0,2,0,1,1.514567502,1.793231615,1.514567502,1.793231615,0.0355522,0.745061599,2016,EPL
Arsenal -- Chelsea,0.153776005,0.068325002,1.440134727,0,0,0,0,5,0,0,1,2,11,0,0,0,0,3,0,0,24/09/2016 20:30,0,0,0.546222403,0,0.067330601,0,0,1,0,1,0,0,7,0,2,0,0,0,0,0,1.662235734,0.613553003,1.662235734,0.613553003,0.222101007,0.067330601,2016,EPL
West Ham -- Southampton,0,0.064282902,0.620062503,0,0.018020499,0,0,0,0,0,0,2,10,0,1,0,0,0,0,0,25/09/2016 19:00,0,0,2.996586001,0,0.0133949,0,0,8,0,1,0,0,17,0,1,0,0,3,0,0,0.702365904,3.0099809,0.702365904,3.0099809,0.082303401,0.0133949,2016,EPL
Burnley -- Watford,0,0.3448449,0.195811197,0,0.0290782,0,3,0,0,1,0,6,5,0,2,0,2,0,0,0,26/09/2016 23:00,0.046231501,0.032488729,0.569075288,0,0.129027799,0,0,1,0,1,1,2,6,0,3,0,0,0,0,0,0.569734297,0.776823317,0.569734297,0.776823317,0.3739231,0.207748028,2016,EPL
Everton -- Crystal Palace,0.066573501,0.305272499,0.782353897,0,0,1,0,1,0,0,1,5,7,0,0,1,0,0,0,0,30/09/2016 23:00,0.097610302,0.261349304,0.098569599,0,0.0205795,0,1,1,0,0,2,4,3,0,1,0,0,1,0,0,1.154199896,0.478108705,1.154199896,0.478108705,0.371846,0.379539106,2016,EPL
Swansea -- Liverpool,0.0440135,0.960192978,1.267700106,0,0.386512011,1,1,1,0,0,1,1,5,0,1,0,1,0,0,0,01/10/2016 15:30,0.044769999,0.328522801,0.577215394,0.761169016,0.310715109,0,0,3,1,2,1,4,10,1,2,0,0,0,1,1,2.658418596,2.02239232,2.658418596,1.261223303,1.39071849,0.684007909,2016,EPL
Hull -- Chelsea,0.048523098,0,0.164803703,0,0.062048201,1,0,1,0,0,1,0,6,0,1,0,0,0,0,0,01/10/2016 18:00,0.033987399,0.214205597,1.713898307,0,0.081676503,0,2,6,0,0,1,4,15,0,2,0,0,2,0,0,0.275375002,2.043767805,0.275375002,2.043767805,0.110571299,0.329869498,2016,EPL
Sunderland -- West Bromwich Albion,0.036736201,0.125935003,1.030012701,0,0,0,0,2,0,0,1,2,4,0,0,0,0,1,0,0,01/10/2016 18:00,0,0.0402067,0.844671311,0,0,0,1,6,0,0,0,2,15,0,0,0,0,1,0,0,1.192683905,0.88487801,1.192683905,0.88487801,0.162671205,0.0402067,2016,EPL
Watford -- Bournemouth,0,0.124549001,1.028038804,0,0.087821897,0,0,6,0,1,0,1,14,0,2,0,0,1,0,1,01/10/2016 18:00,0.190290604,0.0190269,1.146467488,0,0,1,0,2,0,0,2,1,9,0,0,0,0,2,0,0,1.240409703,1.355784992,1.240409703,1.355784992,0.212370899,0.209317503,2016,EPL
West Ham -- Middlesbrough,0.120545,0.074798301,0.5997759,0,0.091782999,0,0,2,0,0,1,2,13,0,3,0,0,1,0,0,01/10/2016 18:00,0.052313101,0.129829004,0.670459989,0,0,0,1,1,0,0,1,1,7,0,0,0,1,0,0,0,0.8869022,0.852602094,0.8869022,0.852602094,0.2871263,0.182142105,2016,EPL
Manchester United -- Stoke,0,0.928757524,1.911397995,0,0,0,1,8,0,0,0,6,18,0,0,0,0,1,0,0,02/10/2016 15:00,0.0209336,0,1.179496208,0,0,1,0,5,0,0,1,0,6,0,0,0,0,1,0,0,2.84015552,1.200429808,2.84015552,1.200429808,0.928757524,0.0209336,2016,EPL
Leicester -- Southampton,0,0.0524971,0.3977762,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,02/10/2016 17:15,0,0,0.920962805,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0.4502733,0.920962805,0.4502733,0.920962805,0.0524971,0,2016,EPL
Tottenham -- Manchester City,0.166564003,0,0.758267213,0.761169016,0.0137451,0,0,5,1,1,1,0,10,1,1,0,0,1,0,0,02/10/2016 17:15,0.103606001,0,0.788756209,0,0.017150201,1,0,5,0,0,1,0,11,0,1,0,0,0,0,0,1.699745332,0.909512411,0.938576316,0.909512411,0.180309103,0.120756201,2016,EPL
Burnley -- Arsenal,0,0.1160313,0.42357509,0,0.069176501,0,0,1,0,0,0,3,5,0,2,0,0,0,0,0,02/10/2016 19:30,0.0576731,1.02882747,0.767834593,0,0,0,1,2,0,0,1,3,14,0,0,0,1,0,0,0,0.608782891,1.854335163,0.608782891,1.854335163,0.185207801,1.08650057,2016,EPL
Chelsea -- Leicester,0.114364501,0.462613296,2.538752832,0,0,1,1,4,0,0,2,3,11,0,0,0,1,2,0,0,15/10/2016 15:30,0,0,0.145005903,0,0.037542699,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3.115730628,0.182548602,3.115730628,0.182548602,0.576977797,0.037542699,2016,EPL
Arsenal -- Swansea,0,0.615967395,2.86970515,0,0.019513501,0,1,5,0,0,0,2,13,0,1,0,1,2,0,0,15/10/2016 18:00,0,0.225265802,1.241801098,0,0.293478996,0,0,5,0,1,0,3,9,0,1,0,0,2,0,0,3.505186046,1.760545895,3.505186046,1.760545895,0.635480896,0.518744797,2016,EPL
Bournemouth -- Hull,0.092676699,0.210486904,1.364586308,0.761169016,0.529826,1,2,4,1,2,2,2,15,1,2,0,1,2,1,2,15/10/2016 18:00,0,0.125365097,0.263224501,0,0,0,0,4,0,0,0,2,9,0,0,0,0,1,0,0,2.958744927,0.388589598,2.197575911,0.388589598,0.832989603,0.125365097,2016,EPL
